"Year_First","Year_Last","Country","PDF"
"",NA,"South Korea","internal-pdf://2474625336.pdf"
"",NA,"South Korea","internal-pdf://2474625336.pdf"
"",NA,"South Korea","internal-pdf://2474625336.pdf"
"",NA,"South Korea","internal-pdf://2474625336.pdf"
"",NA,"South Korea","internal-pdf://2474625336.pdf"
"",NA,"South Korea","internal-pdf://2474625336.pdf"
"",NA,"South Korea","internal-pdf://2474625336.pdf"
"",NA,"South Korea","internal-pdf://2474625336.pdf"
"",NA,"South Korea","internal-pdf://2474625336.pdf"
"",NA,"South Korea","internal-pdf://2474625336.pdf"
"",NA,"South Korea","internal-pdf://2474625336.pdf"
"",NA,"South Korea","internal-pdf://2474625336.pdf"
"1939",NA,"Former USSR",""
"1939",NA,"Former USSR",""
"",NA,"USA","internal-pdf://2573831033.pdf"
"",NA,"United States","internal-pdf://4228080856.pdf"
"",NA,"Argentina","internal-pdf://1655675668.pdf"
"2007",NA,"Slovenia",""
"2008",NA,"Slovenia",""
"2008",NA,"Slovenia",""
"2007",NA,"Slovenia",""
"2007",NA,"Slovenia",""
"1996",NA,"Estonia",""
"",NA,"United States","internal-pdf://2573831033.pdf"
"",NA,"United States","internal-pdf://2670165779.pdf;internal-pdf://1096580055.pdf"
"1996",NA,"Estonia",""
"2008",NA,"Japan",""
"29-Jul-04",NA,"USA: Ontario Co., NY",NA
"12-Aug-04",NA,"USA: Genesee Co., NY",NA
"20-Aug-04",NA,"USA: Richmond Co., NY",NA
"25-Aug-04",NA,"USA: Monroe Co., NY",NA
"15-Sep-04",NA,"USA: Chautauqua Co., NY",NA
"20-Sep-04",NA,"USA: Nassau Co., NY",NA
"19-Sep-04",NA,"USA: Oswego Co., NY",NA
"29-Sep-04",NA,"USA: Queens Co., NY",NA
"15-Sep-04",NA,"USA: Ulster Co., NY",NA
"11-May-04",NA,"USA: Columbia Co., NY",NA
"27-Jul-05",NA,"USA: Bronx Co., NY",NA
"1993",NA,"Slovakia",""
"2007-2009",NA,"Belgium",""
"2011",NA,"Belgium",""
"2005",2006,"Denmark",""
"10-Feb-05",NA,"USA: Dutchess Co., NY",NA
"2005",2006,"Denmark",""
"16-Aug-05",NA,"USA: Lewis Co., NY",NA
"",NA,"Uganda","internal-pdf://2192631510.pdf;internal-pdf://1720378531.pdf"
"",NA,"Argentina","internal-pdf://4254080574.pdf"
"2-Aug-05",NA,"USA: Kings Co., NY",NA
"16-Aug-05",NA,"USA: Nassau Co., NY",NA
"",NA,"USA","internal-pdf://2830553368.pdf"
"18-Aug-05",NA,"USA: Onondaga Co., NY",NA
"18-Aug-05",NA,"USA: Suffolk Co., NY",NA
"22-Aug-05",NA,"USA: Monroe Co., NY",NA
"2005",2006,"Denmark",""
"",NA,"","internal-pdf://0761508589.pdf;internal-pdf://3017453207.pdf"
"2005",2006,"Denmark",""
"21-Aug-10",NA,"Italy",NA
"2005",2006,"Denmark",""
"2011",NA,"Austria",""
"10-Aug",NA,"Spain",NA
"",NA,"Brazil",""
"",NA,"Argentina","internal-pdf://3385699523.pdf;internal-pdf://1596107549.pdf"
"",NA,"Brazil","internal-pdf://3385699523.pdf;internal-pdf://1596107549.pdf"
"2008",NA,"Argentina",NA
"",NA,"Argentina","internal-pdf://3385699523.pdf;internal-pdf://1596107549.pdf"
"",NA,"Brazil","internal-pdf://3385699523.pdf;internal-pdf://1596107549.pdf"
"2011",NA,"Austria",""
"2011",NA,"Austria",""
"1994",1995,"Japan",""
"2009",NA,"Trinidad and Tobago",NA
"2005",NA,"Venezuela: Portuguesa",NA
"2004",NA,"Venezuela: Monagas",NA
"2006",NA,"Venezuela: Barinas",NA
"2004",NA,"Venezuela: Guarico",NA
"2010",NA,"Venezuela: Monagas",NA
"2007",NA,"Venezuela: Apure",NA
"",NA,"Brazil","internal-pdf://1252989057.pdf"
"23-Aug-05",NA,"USA: Niagara Co., NY",NA
"22-Aug-05",NA,"USA: Queens Co., NY",NA
"25-Aug-05",NA,"USA: Chautauqua Co., NY",NA
"3-Sep-05",NA,"USA: Albany Co., NY",NA
"6-Sep-05",NA,"USA: Erie Co., NY",NA
"28-Aug-05",NA,"USA: Rockland Co., NY",NA
"13-Sep-05",NA,"USA: Ontario Co., NY",NA
"7-Sep-05",NA,"USA: Broome Co., NY",NA
"11-Sep-05",NA,"USA: Queens Co., NY",NA
"3-Oct-05",NA,"USA: Nassau Co., NY",NA
"11-Oct-05",NA,"USA: Onondaga Co., NY",NA
"19-Oct-05",NA,"USA: Rockland Co., NY",NA
"17-Jun-05",NA,"USA: Illinois, Lee",NA
"18-Jun-05",NA,"USA: Illinois, Lake",NA
"7-Jul-05",NA,"USA: Illinois, Rock Island",NA
"12-Jul-05",NA,"USA: Illinois, Dupage",NA
"13-Jul-05",NA,"USA: Illinois, Saintclair",NA
"12-Jul-05",NA,"USA: Illinois, Kane",NA
"18-Jul-05",NA,"USA: Illinois, Cook",NA
"20-Jul-05",NA,"USA: Illinois, Lake",NA
"31-Jul-05",NA,"USA: Illinois, Kendall",NA
"1-Aug-05",NA,"USA: Illinois, Mchenry",NA
"29-Jul-05",NA,"USA: Illinois, Mchenry",NA
"2-Aug-05",NA,"USA: Illinois, Cook",NA
"2-Aug-05",NA,"USA: Illinois, Winnebago",NA
"3-Aug-05",NA,"USA: Illinois, Lake",NA
"9-Aug-05",NA,"USA: Illinois, Mchenry",NA
"17-Sep-05",NA,"USA: Illinois, Springfield",NA
"27-Sep-05",NA,"USA: Illinois, Rockford",NA
"30-Sep-05",NA,"USA: Illinois, Henry",NA
"20-Aug-05",NA,"USA: Illinois, Cook",NA
"2-Sep-05",NA,"USA: Illinois, Cook",NA
"17-Sep-05",NA,"USA: Illinois, Cook",NA
"30-Jul-02",NA,"USA: Illinois, Cook",NA
"23-Jul-02",NA,"USA: Illinois, Cook",NA
"5-Aug-02",NA,"USA: Illinois, Crawford",NA
"5-Aug-02",NA,"USA: Illinois, Iroquois",NA
"26-Jul-02",NA,"USA: Illinois, Cook",NA
"7-Aug-02",NA,"USA: Illinois, Clinton",NA
"9-Aug-02",NA,"USA: Illinois, Clinton",NA
"18-Aug-02",NA,"USA: Illinois, Perry",NA
"16-Aug-02",NA,"USA: Illinois, Perry",NA
"20-Aug-02",NA,"USA: Illinois, Perry",NA
"22-Aug-02",NA,"USA: Illinois, Macoupin",NA
"23-Aug-02",NA,"USA: Illinois, Grundy",NA
"27-Aug-02",NA,"USA: Illinois, Douglas",NA
"28-Aug-02",NA,"USA: Illinois, Moultrie",NA
"",NA,"USA: Illinois, Cook",NA
"",NA,"USA: Illinois, Cook",NA
"2010",NA,"China","internal-pdf://0873940951.pdf"
"",NA,"USA: Illinois, Cook",NA
"1994",1997,"Japan",""
"",NA,"USA",NA
"",NA,"Malaysia","internal-pdf://3257936385.pdf"
"",NA,"","internal-pdf://1347402211.pdf"
"1992",NA,"Japan",""
"",NA,"USA: Illinois, Cook",NA
"",NA,"??South America","internal-pdf://4090273238.pdf"
"9-Jul-03",NA,"USA: Illinois, Cook",NA
"16-Jul-03",NA,"USA: Illinois, Mclean",NA
"1995-2004",NA,"Russia","internal-pdf://2246767629.pdf;internal-pdf://3646419137.pdf"
"1995",1996,"Japan",""
"1960-1962",NA,"Sweden","internal-pdf://3551992108.pdf;internal-pdf://1413486157.pdf"
"1960-1962",NA,"Sweden","internal-pdf://3551992108.pdf;internal-pdf://1413486157.pdf"
"1995",1996,"Japan",""
"5-Aug-03",NA,"USA: Illinois, Champaign",NA
"1988",NA,"Scotland","internal-pdf://2600713223.pdf;internal-pdf://1984412023.pdf"
"1960-1962",NA,"Sweden","internal-pdf://3551992108.pdf;internal-pdf://1413486157.pdf"
"14-Aug-03",NA,"USA: Illinois, Perry",NA
"1995",1996,"Japan",""
"26-Aug-03",NA,"USA: Illinois, Champaign",NA
"10-Sep-03",NA,"USA: Illinois, Cook",NA
"3-Jul-10",NA,"Italy",NA
"1995",1996,"Japan",""
"26-Aug-03",NA,"USA: Illinois, Champaign",NA
"10-Sep-03",NA,"USA: Illinois, Cook",NA
"2005",NA,"Norway",""
"19-Sep-03",NA,"USA: Illinois, Dekalb",NA
"",NA,"Trinidad and Tobago","internal-pdf://1347402211.pdf"
"",NA,"Trinidad and Tobago","internal-pdf://1347402211.pdf"
"2005",NA,"Norway",""
"2005",NA,"Norway",""
"",NA,"Sri Lanka","internal-pdf://2644875894.pdf"
"15-Oct-03",NA,"USA: Illinois, Bond",NA
"",NA,"French Guiana","internal-pdf://2906819493.pdf"
"9-Jun-04",NA,"USA: Illinois, Mclean",NA
"2010",NA,"Mexico","internal-pdf://0940864917.pdf"
"",NA,"Trinidad and Tobago","internal-pdf://1347402211.pdf"
"",NA,"French Guiana","internal-pdf://2906819493.pdf"
"",NA,"French Guiana","internal-pdf://2906819493.pdf"
"",NA,"French Guiana","internal-pdf://3938946908.pdf;internal-pdf://1052478824.pdf"
"9-Jun-04",NA,"USA: Illinois, Vermilion",NA
"28-Jun-04",NA,"USA: Illinois, Cook",NA
"7-Jul-04",NA,"USA: Illinois, Will",NA
"2005",NA,"Norway",""
"",NA,"USA: Illinois, Iroquois",NA
"2-Jul-10",NA,"Italy",NA
"",NA,"Papua New Guinea","internal-pdf://2644456196.pdf;internal-pdf://0718811470.pdf"
"",NA,"Nigeria",NA
"2000",NA,"Malaysia","internal-pdf://3887698401.pdf;internal-pdf://3493731380.pdf;internal-pdf://2475418629.pdf"
"",NA,"Madagascar","internal-pdf://2475418629.pdf"
"",NA,"Madagascar","internal-pdf://2475418629.pdf"
"24-Aug-04",NA,"USA: Illinois, Fayette",NA
"27-Aug-04",NA,"USA: Illinois, Cook",NA
"2-Sep-04",NA,"USA: Illinois, Cook",NA
"",NA,"Madagascar","internal-pdf://2475418629.pdf"
"1962",1962,"India","internal-pdf://4127196934.pdf;internal-pdf://0026608351.pdf"
"2005¥Ë_¥Ë_¥Ë_¥Ë_¥Ë_¥Ë_¥Ë_2009",NA,"Poland","internal-pdf://2309587282.pdf"
"12-Jun-10",NA,"Italy",NA
"",NA,"Madagascar","internal-pdf://2475418629.pdf"
"",NA,"Madagascar","internal-pdf://2475418629.pdf"
"",NA,"Madagascar","internal-pdf://2475418629.pdf"
"",NA,"Malaysia","internal-pdf://1088457089.pdf"
"",NA,"United States",NA
"",NA,"no location information given",NA
"",NA,"Central African Republic",NA
"",NA,"","internal-pdf://1347402211.pdf"
"",NA,"Switzerland",NA
"",NA,"Italy",NA
"",NA,"Italy",NA
"",NA,"Italy",NA
"",NA,"Italy",NA
"",NA,"Italy",NA
"",NA,"Hungary",NA
"",NA,"Italy",NA
"",NA,"Italy",NA
"",NA,"Italy",NA
"",NA,"Italy",NA
"",NA,"USA",NA
"17-Sep-04",NA,"USA: Illinois, Cook",NA
"24-Sep-04",NA,"USA: Illinois, Cook",NA
"",NA,"Hungary",NA
"",NA,"Spain",NA
"",NA,"USA",NA
"",NA,"USA",NA
"",NA,"USA",NA
"9-Aug-05",NA,"USA: Illinois, Cook County",NA
"28-Jul-05",NA,"USA: Illinois, Cook County",NA
"9-Aug-05",NA,"USA: Illinois, Cook County",NA
"3-Aug-05",NA,"USA: Illinois, Cook County",NA
"1-Aug-05",NA,"USA: Illinois, Cook County",NA
"28-Aug-05",NA,"USA: Illinois, Cook County",NA
"1-Aug-05",NA,"USA: Illinois, Cook County",NA
"2000",NA,"USA",NA
"",NA,"Israel",NA
"",NA,"Puerto Rico",NA
"2007",NA,"Spain",NA
"2002",NA,"Russia: Volgograd",NA
"2005",NA,"Russia: Volgograd",NA
"2003",NA,"Russia: Volgograd",NA
"5-Jun-08",NA,"South Africa",NA
"",NA,"","internal-pdf://2192631510.pdf;internal-pdf://1720378531.pdf"
"29-Jul-08",NA,"South Africa",NA
"",NA,"","internal-pdf://3529243761.pdf;internal-pdf://2678847828.pdf"
"",NA,"Brazil",NA
"",NA,"Australia",NA
"",NA,"Italy",NA
"",NA,"","internal-pdf://2503979998.pdf"
"",NA,"Italy",NA
"",NA,"Italy",NA
"",NA,"",NA
"",NA,"Netherlands","internal-pdf://2688324473.pdf"
"2010",NA,"Japan: Aichi",NA
"2009",NA,"Japan:Miyazaki",NA
"2010",NA,"Japan:Aichi",NA
"7-Aug-08",NA,"South Africa",NA
"",NA,"Italy",NA
"",NA,"Brazil",NA
"",NA,"Brazil",NA
"",NA,"Costa Rica","internal-pdf://3121360116.pdf"
"",NA,"Costa Rica","internal-pdf://3121360116.pdf"
"",NA,"Costa Rica","internal-pdf://3121360116.pdf"
"18-Apr-08",NA,"South Africa",NA
"2-Sep-08",NA,"Tanzania",NA
"",NA,"Italy",NA
"8-Aug",NA,"Italy",NA
"",NA,"","internal-pdf://2503979998.pdf"
"",NA,"Brazil","internal-pdf://0680938782.pdf"
"",NA,"Brazil","internal-pdf://0680938782.pdf"
"",NA,"Brazil","internal-pdf://0680938782.pdf"
"",NA,"Brazil","internal-pdf://0680938782.pdf"
"",NA,"Brazil","internal-pdf://0680938782.pdf"
"",NA,"Brazil","internal-pdf://0680938782.pdf"
"",NA,"Italy",NA
"",NA,"USA","internal-pdf://2830553368.pdf"
"7-Oct",NA,"Spain",NA
"14-Aug-02",NA,"USA: St. Joseph County, IN",NA
"15-Aug-02",NA,"USA: St. Joseph County, IN",NA
"19-Aug-02",NA,"USA: St. Joseph County, IN",NA
"29-Aug-02",NA,"USA: St. Joseph County, IN",NA
"",NA,"Switzerland",NA
"13-Sep-02",NA,"USA: St. Joseph County, IN",NA
"3-Aug-05",NA,"USA: St. Joseph County, IN",NA
"8-Aug-05",NA,"USA: St. Joseph County, IN",NA
"9-Aug-05",NA,"USA: St. Joseph County, IN",NA
"15-Aug-05",NA,"USA: St. Joseph County, IN",NA
"17-Aug-05",NA,"USA: St. Joseph County, IN",NA
"18-Aug-05",NA,"USA: St. Joseph County, IN",NA
"18-Aug-05",NA,"USA: St. Joseph County, IN",NA
"22-Aug-05",NA,"USA: St. Joseph County, IN",NA
"10-Aug-06",NA,"USA: St. Joseph County, IN",NA
"11-Aug-06",NA,"USA: St. Joseph County, IN",NA
"16-Aug-06",NA,"USA: St. Joseph County, IN",NA
"",NA,"Argentina","internal-pdf://3267708254.pdf"
"18-Aug-06",NA,"USA: St. Joseph County, IN",NA
"",NA,"USA","internal-pdf://2830553368.pdf"
"28-Oct-10",NA,"Italy",NA
"",NA,"French Guiana","internal-pdf://2906819493.pdf"
"",NA,"Italy",NA
"",NA,"Australia","internal-pdf://0325259182.pdf"
"18-Aug-06",NA,"USA: St. Joseph County, IN",NA
"23-Aug-06",NA,"USA: St. Joseph County, IN",NA
"24-Aug-06",NA,"USA: St. Joseph County, IN",NA
"",NA,"USA","internal-pdf://2830553368.pdf"
"4-Aug-06",NA,"USA: St. Joseph County, IN",NA
"",NA,"USA","internal-pdf://2830553368.pdf"
"2007",NA,"Puerto Rico",NA
"",NA,"Brazil",""
"",NA,"Greece",NA
"",NA,"Brazil",""
"",NA,"French Guiana","internal-pdf://3938946908.pdf;internal-pdf://1052478824.pdf"
"8-Aug",NA,"USA: California",NA
"6-Feb",NA,"Argentina",NA
"",NA,"USA","internal-pdf://2830553368.pdf"
"2008",NA,"Austria",NA
"2008",NA,"Austria",NA
"2002",NA,"USA: Texas",NA
"2003",NA,"USA: Texas",NA
"",NA,"Australia",""
"",NA,"Scotland","internal-pdf://3588410188.pdf;internal-pdf://0920045912.pdf"
"",NA,"Australia",NA
"1997-1998",NA,"Czech Republic","internal-pdf://3914051095.pdf;internal-pdf://2240654261.pdf"
"",NA,"","internal-pdf://2503979998.pdf"
"",NA,"","internal-pdf://2192631510.pdf;internal-pdf://1720378531.pdf"
"",NA,"Belgium",NA
"",NA,"Switzerland",NA
"2003",NA,"USA: Texas",NA
"2009",NA,"Austria",NA
"1986-1987",NA,"Germany","internal-pdf://0787819842.pdf;internal-pdf://3831966667.pdf"
"",NA,"Italy",NA
"",NA,"Italy",NA
"",NA,"Italy",NA
"",NA,"Italy",NA
"2007-08",NA,"USA","internal-pdf://0332192460.pdf"
"3-Oct-09",NA,"Italy",NA
"19-Sep-09",NA,"Italy",NA
"31-Aug-09",NA,"Italy",NA
"24-Aug-09",NA,"Italy",NA
"",NA,"Austria","internal-pdf://1989573719.pdf;internal-pdf://1313765831.pdf"
"",NA,"Italy",NA
"3-Sep-09",NA,"Italy",NA
"",NA,"Trinidad and Tobago","internal-pdf://1347402211.pdf"
"",NA,"French Guiana","internal-pdf://2906819493.pdf"
"",NA,"Trinidad","internal-pdf://1347402211.pdf"
"",NA,"Trinidad and Tobago","internal-pdf://3384744774.pdf;"
"",NA,"","internal-pdf://1347402211.pdf"
"",NA,"Italy",NA
"28-Sep-09",NA,"Italy",NA
"19-Aug-09",NA,"Italy",NA
"11-Aug-09",NA,"Italy",NA
"15-Sep-09",NA,"Italy",NA
"25-Aug-09",NA,"Italy",NA
"28-Sep-09",NA,"Italy",NA
"30-Sep-09",NA,"Italy",NA
"1-Sep-09",NA,"Italy",NA
"25-Sep-09",NA,"Italy",NA
"30-Jul-09",NA,"Italy",NA
"30-Aug-09",NA,"Italy",NA
"31-Aug-09",NA,"Italy",NA
"7-Sep-09",NA,"Italy",NA
"",NA,"","internal-pdf://2503979998.pdf"
"18-Sep-09",NA,"Italy",NA
"4-Nov-09",NA,"Italy",NA
"",NA,"Italy",NA
"",NA,"","internal-pdf://2192631510.pdf;internal-pdf://1720378531.pdf"
"",NA,"Uganda","internal-pdf://1565579482.pdf"
"",NA,"Belgium",NA
"",NA,"Switzerland",NA
"28-Sep-09",NA,"Italy",NA
"1968",NA,"South Africa",NA
"",NA,"","internal-pdf://2192631510.pdf;internal-pdf://1720378531.pdf"
"",NA,"Senegal","internal-pdf://2192631510.pdf;internal-pdf://1720378531.pdf"
"",NA,"Uganda","internal-pdf://4090273238.pdf"
"2006",NA,"",NA
"1999",NA,"USA: Connecticut",NA
"7-May-08",NA,"South Africa",NA
"",NA,"Switzerland",NA
"2002",NA,"USA: Illinois",NA
"5-May-08",NA,"South Africa",NA
"",NA,"Switzerland",NA
"2004",NA,"USA: Illinois",NA
"1957",NA,"Uganda","internal-pdf://3089301912.pdf"
"2011",NA,"Uganda","internal-pdf://3089301912.pdf"
"2005",NA,"USA: Illinois",NA
"2007",NA,"USA: New York",NA
"",NA,"USA","internal-pdf://2830553368.pdf"
"2008",NA,"USA: New York",NA
"",NA,"Italy",NA
"",NA,"Switzerland",NA
"",NA,"Switzerland",NA
"",NA,"Switzerland",NA
"",NA,"Switzerland",NA
"2008",NA,"USA: New York",NA
"9-Aug-89",NA,"South Africa",NA
"",NA,"","internal-pdf://2192631510.pdf;internal-pdf://1720378531.pdf"
"",NA,"Italy",NA
"",NA,"Uganda","internal-pdf://2192631510.pdf;internal-pdf://1720378531.pdf"
"",NA,"Switzerland",NA
"",NA,"Costa Rica","internal-pdf://3121360116.pdf"
"",NA,"Costa Rica","internal-pdf://3121360116.pdf"
"",NA,"Costa Rica","internal-pdf://3121360116.pdf"
"2004",NA,"USA: Illinois",NA
"2004",NA,"USA",NA
"1960-1962",NA,"Sweden","internal-pdf://3551992108.pdf;internal-pdf://1413486157.pdf"
"",NA,"Japan",NA
"1999",NA,"French Guiana","internal-pdf://1573886509.pdf"
"",NA,"Trinidad","internal-pdf://1347402211.pdf"
"2007",NA,"USA: New York",NA
"2008",NA,"USA",NA
"2003",NA,"USA: Illinois",NA
"",NA,"Argentina","internal-pdf://4254080574.pdf"
"2005",NA,"USA: New Mexico",NA
"1947",NA,"Uganda","internal-pdf://0976979835.pdf"
"",NA,"Poland",NA
"",NA,"Italy",NA
"",NA,"USA","internal-pdf://2830553368.pdf"
"2-Jun-10",NA,"South Africa",NA
"",NA,"USA","internal-pdf://2830553368.pdf"
"2007",NA,"USA",NA
"",NA,"",NA
"",NA,"Switzerland",NA
"",NA,"Switzerland",NA
"",NA,"USA","internal-pdf://2830553368.pdf"
"2001",NA,"USA: Connecticut",NA
"2002",NA,"USA: Connecticut",NA
"",NA,"Argentina","internal-pdf://4254080574.pdf"
"",NA,"Brazil",""
"2008",NA,"USA: New York",NA
"",NA,"",NA
"2001",NA,"USA: New York",NA
"2002",NA,"USA: New York",NA
"2004",NA,"USA: New York",NA
"2005",NA,"USA: New York",NA
"",NA,"Brazil","internal-pdf://1252989057.pdf"
"2006",NA,"USA: New York",NA
"2003",NA,"USA: Illinois",NA
"2005",NA,"USA: Illinois",NA
"2003",NA,"USA: New York",NA
"2006",NA,"USA: Texas",NA
"2006",NA,"USA: Texas",NA
"2007",NA,"USA: Texas",NA
"2008",NA,"USA: Texas",NA
"2009",NA,"USA: Texas",NA
"2005",NA,"USA: Texas",NA
"2009",NA,"USA: New York",NA
"4-Aug-10",NA,"Italy",NA
"1-Aug-10",NA,"Italy",NA
"8-Sep",NA,"Italy",NA
"9-Nov",NA,"Italy",NA
"9-Oct",NA,"Italy",NA
"10-Aug",NA,"Spain",NA
"10-Sep",NA,"Greece",NA
"2007",NA,"USA: New York",NA
"3-May",NA,"Mexico",NA
"2008",NA,"USA: New York",NA
"2002",NA,"USA: Illinois",NA
"23-Mar-10",NA,"South Africa",NA
"15-Apr-08",NA,"South Africa",NA
"3-Apr-09",NA,"South Africa",NA
"14-Apr-09",NA,"South Africa",NA
"6-May-09",NA,"South Africa",NA
"15-Mar-10",NA,"South Africa",NA
"26-Apr-10",NA,"South Africa",NA
"10-Jun-10",NA,"South Africa",NA
"15-Apr-08",NA,"South Africa: Tiegerpoort, Pretoria",NA
"6-Jul-11",NA,"Greece",NA
"8-Jul",NA,"Colombia: Medellin",NA
"",NA,"",NA
"11-Feb",NA,"Turkey",NA
"2011",NA,"Australia",NA
"7-Mar-11",NA,"Australia",NA
"15-Mar-11",NA,"Australia",NA
"2007",NA,"Mexico: Oaxaca",NA
"27-Aug-12",NA,"Greece",NA
"2007",NA,"Mexico",NA
"26-Aug-11",NA,"USA: Harris Co., Texas",NA
"4-Aug-12",NA,"USA: Harris Co., Texas",NA
"14-Jun-12",NA,"USA: Katy, Harris Co., Texas",NA
"28-Jun-12",NA,"USA: Pasadena, Harris Co., Texas",NA
"28-Jun-12",NA,"USA: Houston, Harris Co., Texas",NA
"29-Jun-12",NA,"USA: Katy, Harris Co., Texas",NA
"4-Jul-12",NA,"USA: Houston, Harris Co., Texas",NA
"6-Jul-12",NA,"USA: Houston, Harris Co., Texas",NA
"11-Jul-12",NA,"USA: Harris Co., Texas",NA
"11-Jul-12",NA,"USA: Harris Co., Texas",NA
"18-Jul-12",NA,"USA: Harris Co., Texas",NA
"18-Jul-12",NA,"USA: Harris Co., Texas",NA
"2007",NA,"Spain",NA
"2012",NA,"Serbia",NA
"2012",NA,"Serbia",NA
"2012",NA,"Serbia",NA
"2012",NA,"Serbia",NA
"2012",NA,"Serbia",NA
"2010",NA,"Hungary",NA
"5-May-01",NA,"USA",NA
"29-Aug-01",NA,"USA",NA
"10-Aug-01",NA,"USA",NA
"",NA,"USA","internal-pdf://2830553368.pdf"
"10-Aug-01",NA,"USA",NA
"3-Aug-01",NA,"USA",NA
"18-Jul-01",NA,"USA",NA
"18-Jul-01",NA,"USA",NA
"12-Jul-01",NA,"USA",NA
"",NA,"England","internal-pdf://1556850690.pdf"
"10-Jul-01",NA,"USA",NA
"5-Nov-02",NA,"USA",NA
"24-Sep-02",NA,"USA",NA
"4-Sep-02",NA,"USA",NA
"14-Sep-02",NA,"USA",NA
"",NA,"England","internal-pdf://1556850690.pdf"
"1-Aug-02",NA,"USA",NA
"13-Sep-02",NA,"USA",NA
"4-Sep-02",NA,"USA",NA
"28-Aug-02",NA,"USA",NA
"13-Aug-02",NA,"USA",NA
"3-Oct-03",NA,"USA",NA
"24-Sep-03",NA,"USA",NA
"",NA,"Austria","internal-pdf://1785267685.pdf;internal-pdf://0547881610.pdf"
"",NA,"Austria","internal-pdf://1785267685.pdf;internal-pdf://0547881610.pdf"
"",NA,"Kenya","internal-pdf://1785267685.pdf;internal-pdf://0547881610.pdf"
"",NA,"Kenya","internal-pdf://1785267685.pdf;internal-pdf://0547881610.pdf"
"",NA,"Spain","internal-pdf://1785267685.pdf;internal-pdf://0547881610.pdf"
"",NA,"Spain","internal-pdf://1785267685.pdf;internal-pdf://0547881610.pdf"
"",NA,"Central Africa","internal-pdf://1785267685.pdf;internal-pdf://0547881610.pdf"
"",NA,"Ethiopia","internal-pdf://1785267685.pdf;internal-pdf://0547881610.pdf"
"",NA,"Ethiopia","internal-pdf://1785267685.pdf;internal-pdf://0547881610.pdf"
"",NA,"Central Africa","internal-pdf://1785267685.pdf;internal-pdf://0547881610.pdf"
"23-Sep-03",NA,"USA",NA
"",NA,"Tunisia","internal-pdf://1785267685.pdf;internal-pdf://0547881610.pdf"
"",NA,"Tunisia","internal-pdf://1785267685.pdf;internal-pdf://0547881610.pdf"
"19-Sep-03",NA,"USA",NA
"17-Sep-03",NA,"USA",NA
"16-Sep-03",NA,"USA",NA
"11-Sep-03",NA,"USA",NA
"10-Oct-03",NA,"USA",NA
"1-Sep-04",NA,"USA",NA
"27-Aug-04",NA,"USA",NA
"25-Aug-04",NA,"USA",NA
"20-Aug-04",NA,"USA",NA
"13-Aug-04",NA,"USA",NA
"2-Sep-05",NA,"USA",NA
"25-Oct-05",NA,"USA",NA
"18-Oct-05",NA,"USA",NA
"13-Oct-05",NA,"USA",NA
"30-Aug-05",NA,"USA",NA
"16-Aug-05",NA,"USA",NA
"25-Aug-06",NA,"USA",NA
"10-Aug-06",NA,"USA",NA
"1-Aug-06",NA,"USA",NA
"31-Oct-06",NA,"USA",NA
"23-Aug-06",NA,"USA",NA
"11-Aug-06",NA,"USA",NA
"15-Jun-06",NA,"USA",NA
"12-Sep-08",NA,"USA",NA
"2004",NA,"USA: Texas",NA
"2008",NA,"Italy: Lombardy",NA
"2009",NA,"Italy: Lombardy",NA
"2009",NA,"Italy: Lombardy",NA
"2009",NA,"Italy: Lombardy",NA
"2009",NA,"Italy: Lombardy",NA
"2009",NA,"Italy: Lombardy",NA
"2008",NA,"Italy: Lombardy",NA
"30-Mar-13",NA,"British Virgin Islands: Necker Island",NA
"9-Apr-93",NA,"Senegal",NA
"21-Jan-93",NA,"Senegal",NA
"1999",NA,"USA",NA
"2008",NA,"USA",NA
"2006",NA,"USA",NA
"2010",NA,"USA",NA
"2007",NA,"USA",NA
"1-Jul-11",NA,"Turkey",NA
"1-Jul-12",NA,"Turkey",NA
"2008",NA,"USA",NA
"2008",NA,"USA",NA
"2009",NA,"USA",NA
"2008",NA,"USA",NA
"2009",NA,"USA",NA
"2007",NA,"USA",NA
"2010",NA,"USA",NA
"2001",NA,"USA",NA
"2001",NA,"USA",NA
"2002",NA,"USA",NA
"2002",NA,"USA",NA
"2002",NA,"USA",NA
"2010",NA,"USA",NA
"2002",NA,"USA",NA
"2003",NA,"USA",NA
"2003",NA,"USA",NA
"2002",NA,"USA",NA
"2003",NA,"USA",NA
"2003",NA,"USA",NA
"2005",NA,"USA",NA
"2005",NA,"USA",NA
"2003",NA,"USA",NA
"2003",NA,"USA",NA
"2003",NA,"USA",NA
"2001",NA,"USA",NA
"2003",NA,"USA",NA
"2004",NA,"USA",NA
"2004",NA,"USA",NA
"2002",NA,"USA",NA
"2006",NA,"USA",NA
"2008",NA,"USA",NA
"2005",NA,"USA",NA
"2006",NA,"USA",NA
"2008",NA,"USA",NA
"2002",NA,"USA",NA
"2006",NA,"USA",NA
"2012",NA,"USA",NA
"2012",NA,"USA",NA
"2012",NA,"USA",NA
"2008",NA,"USA",NA
"2008",NA,"USA",NA
"2010",NA,"USA",NA
"2003",NA,"USA",NA
"2003",NA,"USA",NA
"2005",NA,"USA",NA
"2002",NA,"USA",NA
"2001",NA,"USA",NA
"2003",NA,"USA",NA
